date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,min,max,median,q1,q3,stdev,count
22.08.2022,19.4,754.3,767.5,0.3,42,"Штиль, безветрие",0,,,50%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",50%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,6.2,,,,,,,24.9,37.47,30.02,26.9,32.25,3.842,8
23.08.2022,22.9,755.2,768.2,0.5,47,"Штиль, безветрие",0,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",50%.,1000-1500,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,20.0,11.0,,,,,,,33.28,92.43,61.28,45.15,77.03,17.333,166
24.08.2022,20.4,757.7,771.0,0.5,68,"Штиль, безветрие",0,,,20–30%.,Мгла. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",8.0,14.2,,,,,,,4.72,68.4,30.25,14.23,41.65,16.059,454
25.08.2022,18.0,757.4,770.8,0.1,70,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,18.0,12.4,,,,,,,8.27,55.6,25.65,14.5,31.88,9.956,482
26.08.2022,19.0,753.8,767.0,-0.2,77,"Штиль, безветрие",0,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",15.0,14.8,,,,,,,8.57,69.18,27.67,15.73,40.28,15.871,531
27.08.2022,18.4,753.4,766.7,0.5,72,"Штиль, безветрие",0,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",15.0,13.3,,,,,,,15.18,190.55,74.8,40.15,98.24,42.21,525
28.08.2022,18.5,752.5,765.8,-0.1,71,"Штиль, безветрие",0,,,60%.,Мгла. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",9.0,13.1,,,,,,,15.2,127.68,62.9,48.31,70.56,22.142,525
29.08.2022,23.2,748.3,761.2,-0.3,48,"Штиль, безветрие",0,,,70 – 80%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",70 – 80%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",10.0,11.4,,,,,,,7.3,67.09,19.14,14.55,31.35,13.519,519
30.08.2022,20.3,743.9,756.9,-0.8,78,"Штиль, безветрие",0,,,"90  или более, но не 100%",Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",70 – 80%.,600-1000,"Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",12.0,16.4,,,,,,,10.25,34.67,21.0,17.52,24.26,4.605,529
31.08.2022,20.5,742.0,755.0,-0.3,71,"Штиль, безветрие",0,,,70 – 80%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,1000-1500,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,15.0,,,,,,,1.1,17.13,5.34,3.29,9.93,3.814,512
