date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,min,max,median,q1,q3,stdev,count
07.01.2021,-3.8,753.0,768.1,0.2,83,"Штиль, безветрие",0,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-6.3,,,,,,,19.39,62.15,36.15,31.88,44.5,9.261,107
08.01.2021,-5.0,748.9,764.1,-0.4,90,"Штиль, безветрие",0,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,-6.4,,,,,,,12.35,43.97,20.2,17.45,23.1,4.797,207
09.01.2021,-4.9,745.8,760.9,0.6,91,"Ветер, дующий с северо-востока",1,,,100%.,Снег неливневый. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,-6.2,,,,,,,9.57,29.73,20.56,17.84,23.29,3.79,204
10.01.2021,-6.6,744.8,760.0,-0.2,89,"Ветер, дующий с северо-северо-востока",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,-8.2,,,,,,,9.55,37.17,16.42,13.69,19.89,4.957,201
11.01.2021,-9.0,749.9,765.4,0.6,88,"Ветер, дующий с северо-северо-запада",1,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,-10.7,,,,,,,14.45,39.13,25.94,22.7,29.0,4.891,198
12.01.2021,-9.4,750.2,765.7,-0.1,85,"Штиль, безветрие",0,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-11.5,,,,,,,7.6,42.92,23.5,20.14,28.4,6.458,203
13.01.2021,-11.8,751.2,766.9,0.2,87,"Штиль, безветрие",0,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-13.5,,,,,,,0.98,33.63,11.28,6.54,17.48,6.959,192
14.01.2021,-12.8,746.2,761.8,-2.4,86,"Ветер, дующий с востока",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,600-1000,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-14.7,,,,,,,0.85,34.03,6.25,3.75,10.3,4.907,182
15.01.2021,-14.6,741.3,756.9,0.8,82,"Ветер, дующий с северо-северо-запада",1,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,1000-1500,,,,-17.0,,,,,,,0.95,41.17,10.77,7.6,15.94,6.854,197
16.01.2021,-15.4,742.9,758.6,-0.6,82,"Ветер, дующий с севера",2,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-17.8,,,,,,,0.5,25.45,7.66,3.75,12.0,5.7,190
