date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,min,max,median,q1,q3,stdev,count
24.02.2020,1.9,731.2,745.6,-0.6,84,"Ветер, дующий с западо-юго-запада",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-0.6,,,,,,,0.97,11.66,2.04,1.6,2.44,0.892,518
25.02.2020,1.0,734.3,748.9,0.7,82,"Ветер, дующий с западо-северо-запада",1,,,60%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-1.8,,,,,,,0.66,11.48,1.34,1.09,1.94,0.934,458
26.02.2020,-2.7,737.3,752.2,0.1,70,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-7.5,,,,,,,1.3,22.96,8.61,4.46,9.83,3.429,412
27.02.2020,1.2,734.2,748.6,1.0,96,"Штиль, безветрие",0,,,"90  или более, но не 100%",Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.","90  или более, но не 100%",600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,0.6,,,,,,,1.61,21.76,13.43,10.72,16.45,5.188,555
28.02.2020,2.3,731.0,745.3,0.0,97,"Ветер, дующий с запада",1,,,100%.,Дождь (незамерзающий) неливневый. ,Дождь.,Морось.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,1.9,,,,,,,1.83,7.88,3.1,2.62,3.66,0.931,561
29.02.2020,0.5,736.6,751.2,0.5,78,"Ветер, дующий с западо-юго-запада",2,,,70 – 80%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-2.9,,,,,,,0.84,12.33,1.9,1.42,2.44,0.984,570
01.03.2020,-3.2,742.9,757.9,1.2,86,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-5.2,,,,,,,3.48,10.05,6.68,4.55,7.97,1.83,571
02.03.2020,5.1,742.6,757.2,0.9,67,"Ветер, дующий с западо-юго-запада",2,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,600-1000,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,,-0.6,,,,,,,3.15,19.26,9.81,5.92,15.04,4.955,497
03.03.2020,4.4,745.4,760.0,0.4,77,"Ветер, дующий с юга",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,0.7,,,,,,,8.5,30.48,23.24,13.7,26.67,6.389,421
04.03.2020,3.3,745.6,760.3,0.7,95,"Штиль, безветрие",0,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,100-200,,,,2.6,,,,,,,10.36,38.75,20.92,15.66,24.02,4.58,573
