date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,min,max,median,q1,q3,stdev,count
19.03.2020,8.1,746.7,761.1,-1.7,57,"Ветер, дующий с юго-запада",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,0.0,,,,,,,38.81,65.53,41.62,40.39,42.84,5.564,21
20.03.2020,2.0,744.1,758.7,0.4,68,"Штиль, безветрие",0,,,20–30%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-3.4,,,,,,,1.83,43.55,3.66,2.92,10.27,8.749,336
21.03.2020,1.4,747.4,762.2,0.0,85,"Ветер, дующий с северо-северо-запада",2,,,100%.,Дымка. ,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-0.9,,,,,,,0.97,11.86,4.21,3.54,4.92,1.071,473
22.03.2020,-3.1,755.2,770.5,1.5,49,"Ветер, дующий с северо-северо-востока",2,,,Облаков нет., ,,,,,,,,,,,-12.5,,,,,,,1.43,11.8,2.96,2.6,3.38,0.942,1075
23.03.2020,-2.8,762.3,777.7,0.7,46,"Ветер, дующий с северо-востока",2,,,"90  или более, но не 100%", ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.","90  или более, но не 100%",600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-12.8,,,,,,,1.75,8.13,3.5,2.94,4.05,1.058,253
24.03.2020,-2.2,762.4,777.7,0.0,45,"Ветер, дующий с севера",2,,,20–30%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-12.6,,,,,,,3.01,8.68,4.82,4.18,5.72,1.15,282
20.01.2021,-11.2,747.6,763.1,0.1,88,"Штиль, безветрие",0,,,"90  или более, но не 100%",Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.","90  или более, но не 100%",1000-1500,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-12.8,,,,,,,0.25,2.5,0.82,0.49,1.24,0.621,52
21.01.2021,-11.3,750.7,766.3,0.3,86,"Штиль, безветрие",0,,,20–30%.,Дымка. ,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.",,-13.2,,,,,,,0.2,39.72,14.43,4.72,25.5,11.172,243
22.01.2021,-8.6,744.5,759.8,0.4,83,"Штиль, безветрие",0,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-11.0,,,,,,,26.05,114.95,49.46,40.35,62.83,18.088,254
23.01.2021,-0.9,743.5,758.3,0.1,92,"Ветер, дующий с юго-юго-востока",1,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,200-300,,,,-2.0,,,,,,,25.48,136.75,58.42,51.29,69.55,16.487,261
24.01.2021,1.4,744.8,759.6,0.3,95,"Штиль, безветрие",0,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,100-200,,,,0.7,,,,,,,15.15,112.2,33.1,27.08,41.24,12.926,277
25.01.2021,2.8,744.6,759.3,-0.2,94,"Ветер, дующий с юго-востока",1,,,100%.,Дождь (незамерзающий) неливневый. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,1.9,,,,,,,8.13,28.45,14.93,11.99,20.49,5.237,237
