date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,min,max,median,q1,q3,stdev,count
24.02.2020,1.9,731.2,745.6,-0.6,84,"Ветер, дующий с западо-юго-запада",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-0.6,,,,,,,0.98,4.88,2.36,1.84,2.7,0.655,503
25.02.2020,1.0,734.3,748.9,0.7,82,"Ветер, дующий с западо-северо-запада",1,,,60%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-1.8,,,,,,,0.85,8.61,1.45,1.22,2.83,0.993,453
26.02.2020,-2.7,737.3,752.2,0.1,70,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-7.5,,,,,,,2.34,30.95,9.34,5.28,12.91,5.0,389
27.02.2020,1.2,734.2,748.6,1.0,96,"Штиль, безветрие",0,,,"90  или более, но не 100%",Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.","90  или более, но не 100%",600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,0.6,,,,,,,1.56,33.42,16.02,13.61,21.47,7.949,540
28.02.2020,2.3,731.0,745.3,0.0,97,"Ветер, дующий с запада",1,,,100%.,Дождь (незамерзающий) неливневый. ,Дождь.,Морось.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,1.9,,,,,,,1.73,7.88,3.54,2.99,4.54,1.058,543
29.02.2020,0.5,736.6,751.2,0.5,78,"Ветер, дующий с западо-юго-запада",2,,,70 – 80%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-2.9,,,,,,,0.94,33.95,1.98,1.51,2.88,2.262,560
01.03.2020,-3.2,742.9,757.9,1.2,86,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-5.2,,,,,,,3.78,15.01,7.47,5.76,8.65,1.958,562
02.03.2020,5.1,742.6,757.2,0.9,67,"Ветер, дующий с западо-юго-запада",2,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,600-1000,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,,-0.6,,,,,,,5.48,23.66,12.86,9.82,18.13,4.87,449
03.03.2020,4.4,745.4,760.0,0.4,77,"Ветер, дующий с юга",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,0.7,,,,,,,9.56,38.65,26.5,14.75,31.28,9.146,416
04.03.2020,3.3,745.6,760.3,0.7,95,"Штиль, безветрие",0,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,100-200,,,,2.6,,,,,,,10.26,43.1,27.78,22.56,31.43,6.723,569
05.03.2020,3.5,751.0,765.8,0.2,93,"Ветер, дующий с востоко-юго-востока",1,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,300-600,,,,2.4,,,,,,,7.01,25.98,11.58,9.23,18.55,5.207,567
